Date,Year,Month,Region,Route_Type,Business_Unit,Revenue,Cost,Passenger_Count,Load_Factor,Billing_Errors,Report_Run_Time_Minutes,Manual_Hours_Saved,Automation_Phase
2021-05-07,2021,5,Europe,International,Passenger,2818519,1869583,65592,0.84,67,124,95,After
2021-05-08,2021,5,Asia,International,Passenger,2436746,1676486,61499,0.91,88,142,131,After
2021-05-09,2021,5,Europe,Domestic,Cargo,2757825,1844699,68165,0.79,71,105,130,After
2021-05-10,2021,5,Europe,Domestic,Passenger,2363404,1629986,66611,0.76,40,144,127,After
2021-05-11,2021,5,North America,Domestic,Passenger,2979170,1954410,70457,0.83,83,159,62,After
2021-05-12,2021,5,Europe,Domestic,Passenger,2981412,1951795,70680,0.8,97,163,140,After
2021-05-13,2021,5,Asia,International,Passenger,2606142,2064527,74254,0.86,78,131,101,After
2021-05-14,2021,5,Europe,Domestic,Cargo,2930330,2168049,61362,0.75,84,114,125,After
2021-05-15,2021,5,Europe,Domestic,Passenger,2787447,1941445,77775,0.78,111,161,114,After
2021-05-16,2021,5,Europe,Domestic,Cargo,2966480,2085370,70978,0.79,67,150,97,After
2021-05-17,2021,5,Europe,International,Passenger,2679601,1767528,62207,0.92,131,148,64,After
2021-05-18,2021,5,Asia,International,Cargo,2608600,1882222,70964,0.82,96,139,137,After
2021-05-19,2021,5,North America,Domestic,Cargo,3056569,2344416,68776,0.85,75,107,120,After
2021-05-20,2021,5,Europe,Domestic,Cargo,2885932,2120823,79469,0.77,63,137,124,After
2021-05-21,2021,5,Europe,International,Passenger,2744006,1886710,70563,0.82,79,174,82,After
2021-05-22,2021,5,North America,Domestic,Passenger,2801407,1987180,69117,0.81,86,144,126,After
2021-05-23,2021,5,Europe,Domestic,Cargo,2777326,1805381,64991,0.85,107,166,65,After
2021-05-24,2021,5,Europe,International,Cargo,2581650,2027241,74331,0.84,71,164,146,After
2021-05-25,2021,5,North America,Domestic,Cargo,2877162,1952734,65373,0.83,83,110,138,After
2021-05-26,2021,5,North America,Domestic,Cargo,2961986,2238193,64481,0.82,86,156,143,After
2021-05-27,2021,5,Europe,International,Cargo,2842459,1900123,71202,0.82,104,166,121,After
2021-05-28,2021,5,Asia,Domestic,Passenger,2755136,1797081,65908,0.93,103,141,93,After
2021-05-29,2021,5,Europe,Domestic,Passenger,2664605,2052891,62811,0.83,82,136,82,After
2021-05-30,2021,5,North America,Domestic,Passenger,2888454,2156505,64465,0.81,70,188,151,After
2021-05-31,2021,5,Asia,International,Cargo,2838573,2242950,74472,0.82,59,152,77,After
2021-06-01,2021,6,North America,Domestic,Passenger,3513533,2459735,70493,0.82,111,124,79,After
2021-06-02,2021,6,North America,International,Passenger,3159191,2295339,67336,0.85,73,132,101,After
2021-06-03,2021,6,North America,International,Passenger,3188549,2074648,67774,0.94,79,153,104,After
2021-06-04,2021,6,North America,Domestic,Passenger,3404175,2643265,73533,0.93,67,138,111,After
2021-06-05,2021,6,Europe,Domestic,Passenger,3287180,2194947,63666,0.78,40,126,63,After
2021-06-06,2021,6,North America,Domestic,Cargo,3460344,2476676,69410,0.89,59,149,150,After
2021-06-07,2021,6,Europe,International,Cargo,3401585,2265053,73252,0.93,93,155,149,After
2021-06-08,2021,6,Asia,Domestic,Passenger,3286333,2420615,67598,0.8,101,172,136,After
2021-06-09,2021,6,Europe,International,Cargo,3020580,2171621,75208,0.81,75,138,106,After
2021-06-10,2021,6,Asia,International,Cargo,2876927,2102763,70073,0.83,68,96,71,After
2021-06-11,2021,6,Asia,Domestic,Cargo,3472635,2610530,72513,0.92,90,146,101,After
2021-06-12,2021,6,Europe,Domestic,Passenger,2988609,2267771,68353,0.93,92,137,127,After
2021-06-13,2021,6,Asia,International,Passenger,3056480,2162472,73282,0.86,83,150,68,After
2021-06-14,2021,6,Europe,Domestic,Passenger,3504829,2566943,69942,0.87,60,163,137,After
2021-06-15,2021,6,Asia,Domestic,Passenger,3173410,2124157,66861,0.8,66,181,74,After
2021-06-16,2021,6,North America,International,Passenger,3478504,2272292,73150,0.83,89,145,140,After
2021-06-17,2021,6,Asia,International,Cargo,3266415,2379049,64267,0.76,87,175,137,After
2021-06-18,2021,6,Europe,Domestic,Cargo,3692690,2817337,62610,0.9,106,86,102,After
2021-06-19,2021,6,Asia,International,Cargo,3451729,2535592,75194,0.82,127,112,82,After
2021-06-20,2021,6,Asia,Domestic,Cargo,3431290,2628931,72130,0.75,66,140,127,After
2021-06-21,2021,6,Asia,Domestic,Cargo,3433649,2463402,66427,0.91,38,148,103,After
2021-06-22,2021,6,Europe,International,Passenger,3275548,2616486,67548,0.9,80,114,115,After
2021-06-23,2021,6,Europe,International,Passenger,3524529,2752845,74893,0.94,73,159,63,After
2021-06-24,2021,6,Asia,International,Passenger,3487083,2280164,64026,0.92,82,147,105,After
2021-06-25,2021,6,North America,Domestic,Passenger,3609123,2566371,72331,0.81,56,137,74,After
2021-06-26,2021,6,Asia,Domestic,Passenger,3309375,2646004,65104,0.78,95,164,106,After
2021-06-27,2021,6,Asia,Domestic,Cargo,3167951,2455894,66190,0.83,50,98,62,After
2021-06-28,2021,6,Asia,International,Passenger,3417206,2397336,63640,0.83,66,154,93,After
2021-06-29,2021,6,Europe,International,Passenger,3358436,2475452,64000,0.82,89,152,107,After
2021-06-30,2021,6,North America,Domestic,Cargo,3535947,2590826,65504,0.81,103,147,67,After
2021-07-01,2021,7,North America,Domestic,Passenger,3135050,2495312,62287,0.75,79,143,80,After
2021-07-02,2021,7,Europe,International,Passenger,3201880,2218773,70428,0.77,85,161,133,After
2021-07-03,2021,7,Europe,Domestic,Passenger,3362045,2507435,72438,0.87,104,138,89,After
2021-07-04,2021,7,Europe,Domestic,Passenger,3128723,2284383,68431,0.81,88,112,131,After
2021-07-05,2021,7,Asia,Domestic,Passenger,3599323,2795264,68109,0.9,73,153,127,After
2021-07-06,2021,7,Europe,Domestic,Cargo,3450937,2604740,73474,0.82,89,137,82,After
2021-07-07,2021,7,North America,International,Passenger,3254871,2186245,67899,0.84,81,107,103,After
2021-07-08,2021,7,Europe,Domestic,Passenger,3234340,2489909,72256,0.86,81,144,109,After
2021-07-09,2021,7,Europe,Domestic,Passenger,3372885,2606750,70408,0.86,57,173,119,After
2021-07-10,2021,7,Asia,Domestic,Cargo,3110729,2236993,73620,0.85,82,137,105,After
2021-07-11,2021,7,Europe,International,Cargo,3234026,2349398,70482,0.82,31,161,69,After
2021-07-12,2021,7,North America,Domestic,Cargo,3357947,2449634,72889,0.78,87,130,145,After
2021-07-13,2021,7,Europe,Domestic,Passenger,3256433,2344338,73877,0.84,59,145,107,After
2021-07-14,2021,7,Europe,Domestic,Passenger,3342284,2282653,70501,0.82,80,155,87,After
2021-07-15,2021,7,Europe,International,Cargo,3491064,2737072,66999,0.85,102,129,157,After
2021-07-16,2021,7,Asia,International,Cargo,3051913,2019864,71931,0.75,72,135,124,After
2021-07-17,2021,7,Europe,International,Passenger,3372529,2623633,82038,0.89,73,151,75,After
2021-07-18,2021,7,North America,Domestic,Passenger,3340742,2187665,71748,0.84,107,144,104,After
2021-07-19,2021,7,Asia,Domestic,Cargo,3219774,2402618,74921,0.88,71,132,93,After
2021-07-20,2021,7,North America,International,Cargo,3579711,2559203,72820,0.86,82,156,128,After
2021-07-21,2021,7,North America,International,Passenger,3328455,2491281,74029,0.78,119,120,157,After
2021-07-22,2021,7,Europe,International,Cargo,3437717,2373374,78731,0.95,114,156,138,After
2021-07-23,2021,7,Europe,International,Passenger,3505019,2638581,71518,0.83,106,124,75,After
2021-07-24,2021,7,North America,Domestic,Passenger,3513022,2789305,73666,0.76,106,158,103,After
2021-07-25,2021,7,Asia,Domestic,Cargo,3309436,2205826,64101,0.84,74,122,121,After
2021-07-26,2021,7,Asia,International,Cargo,3421735,2530519,72332,0.75,77,160,82,After
2021-07-27,2021,7,Europe,Domestic,Cargo,3273230,2493457,70978,0.82,63,133,67,After
2021-07-28,2021,7,North America,International,Passenger,3234679,2339310,67938,0.89,93,122,85,After
2021-07-29,2021,7,Europe,International,Cargo,3414439,2257602,63298,0.82,94,121,109,After
2021-07-30,2021,7,Europe,International,Passenger,3294861,2236452,73778,0.89,57,115,110,After
2021-07-31,2021,7,Europe,International,Passenger,3301481,2640143,60054,0.84,98,161,135,After
2021-08-01,2021,8,Asia,Domestic,Cargo,3727588,2981092,72110,0.82,75,156,134,After
2021-08-02,2021,8,Asia,Domestic,Passenger,3351074,2553083,69172,0.78,49,155,95,After
2021-08-03,2021,8,North America,International,Cargo,3639562,2524774,69000,0.85,58,183,119,After
2021-08-04,2021,8,Europe,International,Passenger,3161178,2102264,78981,0.93,28,144,64,After
2021-08-05,2021,8,Asia,International,Cargo,3129625,2082859,64579,0.93,101,101,152,After
2021-08-06,2021,8,Europe,International,Cargo,3709384,2651013,66969,0.83,52,125,102,After
2021-08-07,2021,8,Asia,International,Passenger,3585722,2526428,67754,0.82,78,170,158,After
2021-08-08,2021,8,North America,International,Cargo,3440365,2238302,62367,0.81,92,117,97,After
2021-08-09,2021,8,Europe,Domestic,Cargo,3339278,2281907,68756,0.77,85,134,96,After
2021-08-10,2021,8,North America,International,Cargo,3567911,2655394,67507,0.95,81,139,75,After
2021-08-11,2021,8,North America,International,Passenger,3237090,2384538,68060,0.81,89,180,86,After
2021-08-12,2021,8,Europe,Domestic,Cargo,3593397,2659116,71794,0.87,31,145,95,After
2021-08-13,2021,8,Asia,Domestic,Cargo,3273107,2352036,77810,0.85,71,181,159,After
2021-08-14,2021,8,North America,International,Cargo,3568494,2495575,68720,0.94,69,126,155,After
2021-08-15,2021,8,Asia,Domestic,Passenger,3306967,2366312,53502,0.83,147,139,147,After
2021-08-16,2021,8,North America,Domestic,Passenger,3106618,2193441,61034,0.86,99,137,87,After
2021-08-17,2021,8,Asia,International,Passenger,3231445,2384309,68652,0.87,40,138,157,After
2021-08-18,2021,8,Asia,International,Passenger,2988222,2245133,65661,0.81,63,101,121,After
2021-08-19,2021,8,Europe,Domestic,Cargo,3307290,2361116,73049,0.92,85,134,90,After
2021-08-20,2021,8,Asia,International,Passenger,3483468,2581757,71415,0.84,52,146,61,After
2021-08-21,2021,8,Europe,International,Cargo,3211635,2517926,69363,0.87,80,119,76,After
2021-08-22,2021,8,Europe,International,Cargo,3606891,2749717,72139,0.79,72,157,84,After
2021-08-23,2021,8,North America,Domestic,Cargo,3038464,2228517,70214,0.82,82,164,75,After
2021-08-24,2021,8,Asia,Domestic,Cargo,3432039,2393762,60901,0.91,76,151,159,After
2021-08-25,2021,8,North America,Domestic,Cargo,3363436,2422049,73620,0.88,62,116,89,After
2021-08-26,2021,8,North America,Domestic,Cargo,3449902,2656981,73601,0.94,64,108,153,After
2021-08-27,2021,8,Asia,Domestic,Passenger,3652683,2844913,71826,0.89,62,108,66,After
2021-08-28,2021,8,Asia,Domestic,Passenger,3532030,2300085,66706,0.92,84,142,114,After
2021-08-29,2021,8,Europe,Domestic,Passenger,3509255,2471089,74503,0.86,103,170,66,After
2021-08-30,2021,8,Asia,Domestic,Passenger,3181833,2192583,60258,0.78,72,120,74,After
2021-08-31,2021,8,Asia,International,Passenger,3521395,2419507,70016,0.92,57,121,144,After
2021-09-01,2021,9,Asia,Domestic,Passenger,2732575,2104395,70593,0.92,80,118,141,After
2021-09-02,2021,9,Asia,International,Passenger,2433748,1839874,66524,0.92,83,169,112,After
2021-09-03,2021,9,North America,Domestic,Passenger,2660012,2065153,68841,0.82,88,133,86,After
2021-09-04,2021,9,North America,Domestic,Cargo,3119667,2442112,61657,0.83,72,127,127,After
2021-09-05,2021,9,Asia,International,Cargo,2665782,1941885,71563,0.86,57,127,65,After
2021-09-06,2021,9,North America,International,Passenger,2786677,2005084,63737,0.85,82,150,127,After
2021-09-07,2021,9,Asia,Domestic,Passenger,2886609,2055684,71566,0.85,52,142,76,After
2021-09-08,2021,9,Europe,International,Cargo,2621507,1949298,74687,0.89,99,128,90,After
2021-09-09,2021,9,Asia,Domestic,Passenger,2946382,2313441,69329,0.76,65,130,131,After
2021-09-10,2021,9,Asia,Domestic,Cargo,2952250,2241446,75820,0.94,42,122,85,After
2021-09-11,2021,9,North America,Domestic,Cargo,2881461,1897954,68188,0.75,67,140,147,After
2021-09-12,2021,9,Europe,International,Cargo,2710297,1804562,72640,0.85,92,165,143,After
2021-09-13,2021,9,North America,Domestic,Cargo,2583957,1706608,78085,0.79,83,142,110,After
2021-09-14,2021,9,Asia,International,Cargo,2845237,2218082,70454,0.82,79,119,70,After
2021-09-15,2021,9,Europe,Domestic,Passenger,2840578,1894309,68604,0.89,66,136,67,After
2021-09-16,2021,9,Europe,Domestic,Cargo,2928424,2215079,66201,0.81,60,127,61,After
2021-09-17,2021,9,Asia,International,Passenger,2440571,1858768,78735,0.94,69,131,100,After
2021-09-18,2021,9,Asia,Domestic,Cargo,3113340,2384677,72336,0.93,45,127,111,After
2021-09-19,2021,9,North America,Domestic,Cargo,2494884,1678930,79018,0.84,99,152,75,After
2021-09-20,2021,9,Europe,Domestic,Cargo,3075113,2189261,67950,0.89,47,140,87,After
2021-09-21,2021,9,Europe,Domestic,Passenger,2507871,1655344,70624,0.85,117,139,82,After
2021-09-22,2021,9,Europe,International,Cargo,3152202,2321728,63952,0.83,91,142,101,After
2021-09-23,2021,9,Europe,International,Passenger,2784455,2061597,81404,0.89,85,148,72,After
2021-09-24,2021,9,North America,International,Cargo,2869933,2286732,67117,0.77,66,137,159,After
2021-09-25,2021,9,Asia,International,Cargo,2965672,1987024,69080,0.93,102,98,98,After
2021-09-26,2021,9,Asia,Domestic,Passenger,2713912,1899812,72310,0.85,80,158,138,After
2021-09-27,2021,9,North America,Domestic,Passenger,2992758,2393857,71258,0.92,99,148,127,After
2021-09-28,2021,9,Europe,International,Passenger,2792771,2185619,62188,0.77,52,155,137,After
2021-09-29,2021,9,Asia,International,Passenger,3018196,2374573,75012,0.93,97,113,70,After
2021-09-30,2021,9,North America,International,Passenger,3073065,2207828,68983,0.92,60,133,92,After
2021-10-01,2021,10,Europe,International,Cargo,2606390,2058346,67172,0.88,48,139,62,After
2021-10-02,2021,10,Europe,International,Passenger,2826536,2109468,67247,0.88,103,130,100,After
2021-10-03,2021,10,Europe,Domestic,Passenger,2743707,1843690,57752,0.92,98,125,109,After
2021-10-04,2021,10,Asia,Domestic,Passenger,2654506,2057167,63897,0.82,72,171,142,After
2021-10-05,2021,10,Asia,Domestic,Cargo,3134695,2124828,64490,0.91,71,116,117,After
2021-10-06,2021,10,North America,Domestic,Cargo,2647305,1726429,74702,0.77,59,120,154,After
2021-10-07,2021,10,Europe,International,Passenger,2901655,1991698,76719,0.86,93,128,117,After
2021-10-08,2021,10,North America,Domestic,Cargo,3028789,2120145,67910,0.84,66,143,67,After
2021-10-09,2021,10,North America,Domestic,Passenger,3115712,2302743,74120,0.93,97,146,110,After
2021-10-10,2021,10,Europe,Domestic,Passenger,2399410,1705281,67916,0.91,66,157,88,After
2021-10-11,2021,10,Asia,Domestic,Passenger,2854902,2129712,69085,0.8,89,132,112,After
2021-10-12,2021,10,North America,Domestic,Passenger,3038072,2326103,68586,0.91,97,140,150,After
2021-10-13,2021,10,North America,International,Passenger,2441886,1686393,67133,0.75,86,140,148,After
2021-10-14,2021,10,Europe,Domestic,Passenger,2854448,2046851,69948,0.93,65,163,143,After
2021-10-15,2021,10,Asia,Domestic,Passenger,2654345,2117465,71953,0.87,31,140,151,After
2021-10-16,2021,10,North America,Domestic,Passenger,2867084,2119728,67556,0.87,92,116,78,After
2021-10-17,2021,10,Europe,Domestic,Cargo,2687386,2052412,75610,0.76,89,141,122,After
2021-10-18,2021,10,Europe,International,Cargo,2890010,1911122,66447,0.87,73,134,77,After
2021-10-19,2021,10,Asia,International,Cargo,2518915,1737049,72614,0.92,84,121,78,After
2021-10-20,2021,10,North America,International,Cargo,2938204,2254312,69622,0.78,61,115,129,After
2021-10-21,2021,10,Asia,International,Passenger,3072952,2199639,68028,0.84,121,169,158,After
2021-10-22,2021,10,Europe,Domestic,Cargo,2852083,1982424,76352,0.81,106,110,95,After
2021-10-23,2021,10,Asia,International,Passenger,2956852,1942535,70699,0.82,60,136,133,After
2021-10-24,2021,10,Asia,Domestic,Cargo,2636677,2087350,76406,0.89,46,103,135,After
2021-10-25,2021,10,North America,International,Cargo,2515900,1908395,67867,0.87,127,140,75,After
2021-10-26,2021,10,Europe,International,Cargo,2317602,1657002,64288,0.84,85,170,134,After
2021-10-27,2021,10,Asia,Domestic,Passenger,2778016,2166075,75823,0.77,53,164,147,After
2021-10-28,2021,10,North America,International,Cargo,2328783,1621411,67998,0.87,39,141,62,After
2021-10-29,2021,10,Europe,Domestic,Cargo,2935367,1948114,64594,0.78,96,140,131,After
2021-10-30,2021,10,Europe,International,Passenger,3066727,2280888,75707,0.87,82,116,83,After
2021-10-31,2021,10,Europe,International,Cargo,2583266,1818420,70344,0.76,89,133,73,After
2021-11-01,2021,11,North America,Domestic,Cargo,2620301,1781889,68646,0.76,106,134,121,After
2021-11-02,2021,11,Asia,Domestic,Cargo,2668970,2050085,75136,0.84,74,122,70,After
2021-11-03,2021,11,Europe,International,Cargo,3112858,2472023,73353,0.83,81,133,113,After
2021-11-04,2021,11,Europe,Domestic,Cargo,3114920,2435893,64025,0.8,80,130,103,After
2021-11-05,2021,11,Europe,International,Cargo,2921126,1969631,72108,0.89,81,146,72,After
2021-11-06,2021,11,Europe,Domestic,Passenger,2932643,1961162,72761,0.95,47,139,70,After
2021-11-07,2021,11,Europe,International,Cargo,2750778,1977253,65712,0.88,92,146,109,After
2021-11-08,2021,11,Europe,Domestic,Passenger,2628586,1969443,78368,0.94,63,123,78,After
2021-11-09,2021,11,North America,International,Cargo,2810948,2161886,66990,0.87,115,154,150,After
2021-11-10,2021,11,North America,International,Passenger,2933251,2135743,81804,0.89,78,128,118,After
2021-11-11,2021,11,North America,Domestic,Cargo,2631459,1912436,78187,0.9,89,127,81,After
2021-11-12,2021,11,North America,Domestic,Passenger,2644405,2024655,73062,0.78,77,168,104,After
2021-11-13,2021,11,Asia,Domestic,Passenger,2513935,1961056,67547,0.78,93,144,114,After
2021-11-14,2021,11,Asia,Domestic,Passenger,2707746,1919009,66762,0.78,68,163,125,After
2021-11-15,2021,11,Europe,Domestic,Cargo,2746497,2021585,72660,0.81,92,110,145,After
2021-11-16,2021,11,Europe,International,Passenger,2625631,2021086,66685,0.94,75,125,122,After
2021-11-17,2021,11,Asia,International,Passenger,2688366,1926639,71486,0.85,63,159,94,After
2021-11-18,2021,11,North America,International,Cargo,2559692,1683612,63316,0.77,88,131,119,After
2021-11-19,2021,11,Asia,Domestic,Cargo,2833116,2018737,78749,0.91,94,153,98,After
2021-11-20,2021,11,Europe,Domestic,Cargo,2907503,2218355,66348,0.94,75,136,94,After
2021-11-21,2021,11,North America,Domestic,Cargo,3241650,2290274,66433,0.77,111,106,97,After
2021-11-22,2021,11,Asia,International,Cargo,2778619,1969044,69002,0.8,88,109,134,After
2021-11-23,2021,11,Europe,Domestic,Passenger,2983901,2318890,78991,0.88,69,121,63,After
2021-11-24,2021,11,Europe,International,Cargo,2960006,1948237,71271,0.86,75,148,148,After
2021-11-25,2021,11,Asia,Domestic,Passenger,2966346,2264894,69047,0.95,74,169,114,After
2021-11-26,2021,11,Europe,Domestic,Passenger,2474158,1769871,71720,0.85,85,131,158,After
2021-11-27,2021,11,Asia,Domestic,Passenger,2770362,2150638,76959,0.82,63,155,66,After
2021-11-28,2021,11,Europe,International,Passenger,2801430,2019218,73208,0.84,88,99,102,After
2021-11-29,2021,11,North America,Domestic,Passenger,2985748,2233798,75063,0.93,82,158,132,After
2021-11-30,2021,11,North America,Domestic,Cargo,2868122,1872990,71864,0.86,53,116,105,After
2021-12-01,2021,12,North America,Domestic,Cargo,3166462,2469462,64787,0.82,37,121,122,After
2021-12-02,2021,12,Europe,Domestic,Cargo,3392319,2447404,76433,0.88,72,137,61,After
2021-12-03,2021,12,Europe,International,Passenger,3717315,2938808,68044,0.93,96,161,71,After
2021-12-04,2021,12,North America,Domestic,Passenger,3224368,2517241,73385,0.76,90,166,120,After
2021-12-05,2021,12,Asia,International,Passenger,3648728,2701490,64869,0.86,86,104,74,After
2021-12-06,2021,12,North America,International,Cargo,3294820,2544277,80874,0.84,60,132,72,After
2021-12-07,2021,12,Europe,International,Cargo,3529330,2443209,75815,0.75,73,130,63,After
2021-12-08,2021,12,Asia,International,Cargo,3515658,2346732,67601,0.76,47,162,152,After
2021-12-09,2021,12,Asia,Domestic,Passenger,3270959,2285589,74382,0.86,57,151,157,After
2021-12-10,2021,12,North America,International,Cargo,3516113,2763980,71208,0.78,88,128,144,After
2021-12-11,2021,12,Asia,International,Passenger,3701191,2532805,65877,0.95,94,137,63,After
2021-12-12,2021,12,Europe,International,Cargo,3632380,2417105,75598,0.84,74,148,92,After
2021-12-13,2021,12,Asia,Domestic,Passenger,3213788,2295075,65338,0.78,84,147,68,After
2021-12-14,2021,12,North America,Domestic,Cargo,3219489,2203419,78788,0.84,87,137,63,After
2021-12-15,2021,12,North America,International,Passenger,3125018,2038283,67631,0.76,73,137,63,After
2021-12-16,2021,12,Asia,Domestic,Passenger,3490137,2271544,70357,0.78,99,126,85,After
2021-12-17,2021,12,North America,International,Cargo,3670674,2485541,64531,0.84,60,140,137,After
2021-12-18,2021,12,North America,International,Cargo,3583286,2629115,74818,0.79,82,146,130,After
2021-12-19,2021,12,Asia,Domestic,Cargo,3314802,2173668,74615,0.76,96,111,88,After
2021-12-20,2021,12,Europe,International,Passenger,3303692,2224141,66043,0.77,102,149,64,After
2021-12-21,2021,12,Europe,Domestic,Cargo,3179081,2539930,74664,0.79,66,121,128,After
2021-12-22,2021,12,Europe,Domestic,Cargo,3466423,2523588,76079,0.94,86,142,124,After
2021-12-23,2021,12,Europe,International,Passenger,3344234,2648262,70399,0.85,75,151,92,After
2021-12-24,2021,12,Asia,Domestic,Cargo,3376142,2684260,81703,0.89,87,135,101,After
2021-12-25,2021,12,Europe,International,Cargo,3301110,2273928,72753,0.93,72,146,129,After
2021-12-26,2021,12,North America,International,Cargo,3601682,2678234,65507,0.8,113,163,68,After
2021-12-27,2021,12,North America,International,Passenger,3420381,2384173,68371,0.84,109,132,157,After
2021-12-28,2021,12,Europe,Domestic,Passenger,3265959,2419374,65143,0.93,96,124,146,After
2021-12-29,2021,12,Europe,International,Passenger,2904504,2020639,57355,0.91,83,147,75,After
2021-12-30,2021,12,Europe,Domestic,Passenger,3468068,2679899,67836,0.83,49,151,119,After
2021-12-31,2021,12,North America,Domestic,Passenger,3273553,2135078,72631,0.8,80,112,139,After
2022-01-01,2022,1,Asia,International,Passenger,3120370,2298996,68990,0.95,67,167,64,After
2022-01-02,2022,1,Asia,Domestic,Passenger,2966708,2025370,71891,0.86,129,118,130,After
2022-01-03,2022,1,Asia,International,Cargo,2868104,2052745,78414,0.84,64,110,119,After
2022-01-04,2022,1,North America,Domestic,Cargo,2679414,1868555,80458,0.87,72,128,123,After
2022-01-05,2022,1,North America,International,Cargo,3109599,2049742,67856,0.84,89,135,99,After
2022-01-06,2022,1,Asia,Domestic,Cargo,2815301,2074762,74633,0.78,94,155,70,After
2022-01-07,2022,1,Asia,International,Cargo,3241885,2135662,79202,0.83,66,142,126,After
2022-01-08,2022,1,North America,Domestic,Cargo,2711025,1979823,74398,0.93,75,117,88,After
2022-01-09,2022,1,North America,International,Cargo,2709358,1856316,82863,0.85,90,149,86,After
2022-01-10,2022,1,Asia,Domestic,Cargo,2836029,2157548,77159,0.94,79,134,69,After
2022-01-11,2022,1,Europe,International,Passenger,2738507,1788459,75901,0.91,117,167,126,After
2022-01-12,2022,1,North America,Domestic,Cargo,3146007,2483049,68757,0.89,58,154,78,After
2022-01-13,2022,1,Asia,International,Cargo,2992397,2006261,72593,0.87,70,100,159,After
2022-01-14,2022,1,Europe,International,Cargo,2830686,1904755,76876,0.82,93,137,68,After
2022-01-15,2022,1,Europe,International,Cargo,2622685,1765353,70158,0.92,76,133,137,After
2022-01-16,2022,1,Asia,International,Passenger,2898633,2014974,74025,0.94,59,112,157,After
2022-01-17,2022,1,Asia,International,Passenger,2856274,2230070,76585,0.9,71,144,100,After
2022-01-18,2022,1,North America,Domestic,Passenger,3009081,2052148,79276,0.77,101,159,77,After
2022-01-19,2022,1,Asia,International,Cargo,3276787,2476924,65218,0.91,62,145,87,After
2022-01-20,2022,1,Asia,Domestic,Cargo,3170224,2465373,69854,0.89,58,137,100,After
2022-01-21,2022,1,North America,International,Cargo,2946055,2253650,73814,0.93,77,166,68,After
2022-01-22,2022,1,Asia,International,Cargo,3041433,2341147,71938,0.91,102,137,88,After
2022-01-23,2022,1,North America,Domestic,Cargo,2867189,1933939,71648,0.91,47,144,146,After
2022-01-24,2022,1,North America,Domestic,Passenger,2977505,2372729,65101,0.77,92,136,114,After
2022-01-25,2022,1,North America,Domestic,Passenger,3043983,2244230,71014,0.77,101,161,94,After
2022-01-26,2022,1,Europe,Domestic,Passenger,2869830,2070982,73260,0.93,93,153,67,After
2022-01-27,2022,1,North America,International,Cargo,2740952,1849692,67682,0.82,92,191,149,After
2022-01-28,2022,1,Europe,Domestic,Passenger,2760398,1928094,78887,0.81,87,129,131,After
2022-01-29,2022,1,Asia,Domestic,Passenger,2983866,1959418,72347,0.91,79,157,91,After
2022-01-30,2022,1,Asia,Domestic,Cargo,3087854,2102227,77542,0.85,77,146,69,After
2022-01-31,2022,1,North America,International,Passenger,3372195,2604602,71492,0.83,82,149,73,After
2022-02-01,2022,2,Europe,Domestic,Passenger,3388194,2551009,74072,0.75,80,126,159,After
2022-02-02,2022,2,North America,International,Passenger,2836271,2227449,63829,0.89,99,143,110,After
2022-02-03,2022,2,Europe,Domestic,Passenger,2823006,1898051,69955,0.9,66,137,127,After
2022-02-04,2022,2,Asia,International,Passenger,3024694,2112711,85584,0.93,71,126,149,After
2022-02-05,2022,2,Europe,Domestic,Passenger,3366949,2295289,78107,0.9,92,144,102,After
2022-02-06,2022,2,Europe,Domestic,Cargo,2985619,2187814,69915,0.83,49,142,98,After
2022-02-07,2022,2,Europe,Domestic,Passenger,3024266,2034984,75631,0.88,84,175,69,After
2022-02-08,2022,2,Europe,Domestic,Passenger,2591593,2062630,75264,0.92,84,142,131,After
2022-02-09,2022,2,North America,Domestic,Passenger,3195280,2429890,69584,0.75,108,144,73,After
2022-02-10,2022,2,North America,Domestic,Passenger,2862833,2269362,72007,0.79,85,159,88,After
2022-02-11,2022,2,Europe,International,Cargo,3112915,2296762,74882,0.89,96,136,134,After
2022-02-12,2022,2,Asia,Domestic,Cargo,2994578,2169440,83477,0.81,73,158,75,After
2022-02-13,2022,2,Asia,International,Passenger,2847831,2155828,72181,0.82,80,109,125,After
2022-02-14,2022,2,Europe,Domestic,Passenger,3088809,2238283,72287,0.92,66,129,148,After
2022-02-15,2022,2,Asia,International,Cargo,2802979,2136512,80218,0.93,81,139,144,After
2022-02-16,2022,2,Europe,International,Cargo,2706095,2162445,75462,0.78,118,153,87,After
2022-02-17,2022,2,North America,International,Cargo,3047691,2416928,66325,0.9,101,156,81,After
2022-02-18,2022,2,Europe,Domestic,Passenger,2742838,2163318,78402,0.79,74,152,103,After
2022-02-19,2022,2,North America,Domestic,Passenger,3067842,2312299,72334,0.88,69,136,115,After
2022-02-20,2022,2,Asia,Domestic,Passenger,3222011,2327381,65662,0.79,83,121,101,After
2022-02-21,2022,2,Asia,International,Cargo,2870644,1934594,80348,0.79,82,161,119,After
2022-02-22,2022,2,Asia,Domestic,Passenger,2942369,2292127,82888,0.77,97,151,142,After
2022-02-23,2022,2,Asia,Domestic,Passenger,2562694,1884423,78163,0.8,45,130,117,After
